PersonID,PersonLName,PersonFName,PersonMI,Title,Race,Ethnicity,Sex,Military,Branch,Rank,Pilot,PrimaryNationality_Birth Citizen,SecondNationality,ThirdNationality,HighestEd,Educat,MedicalDoctor,DOB,Died,DOD,COD,COD_Group,COD_Group2
195,Cooper,L. Gordon,G,Jr. ,0,0,1,1,1,6,1,United States of America,,,BS,1,0,3/6/1927,1,10/4/2004,Heart Failure,2,-8
196,Karashtin,Vladimir,,,0,0,1,0,-8,-8,0,Russia,,,MD,3,1,11/18/1962,1,12/2/2015,Exact Unknown,2,-8
197,Yemelyanov,Sergei,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,8/3/1951,1,12/5/1992,Heart attack,2,-8
198,Gaydukov,Sergei,,,0,0,1,1,1,5,1,Russia,,,BS,1,0,10/31/1936,1,12/5/2008,Unknown,-9,-9
199,Covey,Richard ,O,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,8/1/1946,0,88/88/8888,None,0,0
200,Creamer,Timothy ,J,,0,0,1,1,2,6,1,United States of America,,,MS,2,0,11/15/1959,0,88/88/8888,None,0,0
201,Creighton,John ,O,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,4/28/1943,0,88/88/8888,None,0,0
202,Glazkov,Yuri,,,0,0,1,1,1,7,1,Russia,,,PhD,3,0,10/2/1939,1,12/9/2008,Unknown,-9,-9
203,Kartashov,Anatoli,,,0,0,1,1,1,6,1,Russia,,,BS,1,0,8/25/1932,1,12/11/2005,Cancer,1,-8
204,Crippen,Robert ,L,,0,0,1,1,4,6,1,United States of America,,,BS,1,0,9/11/1937,0,88/88/8888,None,0,0
205,Dyomin,Lev,,,0,0,1,1,1,6,1,Russia,,,PhD,3,0,1/11/1926,1,12/18/1998,Cancer,1,-8
206,Culbertson,Frank ,L,Jr. ,0,0,1,1,4,6,1,United States of America,,,BS,1,0,5/15/1949,0,88/88/8888,None,0,0
207,Cunningham,Walter ,,,0,0,1,1,5,6,1,United States of America,,,PhD,3,0,3/16/1932,1,1/3/2023,Unknown,-9,-9
208,Strekalov,Gennadi,,,0,0,1,0,-8,-8,0,Russia,,,PhD,3,0,10/26/1940,1,12/25/2004,Cancer,1,-8
209,Curbeam,Robert ,L,Jr. ,1,0,1,1,4,6,1,United States of America,,,MS,2,0,3/5/1962,0,88/88/8888,None,0,0
210,Lazarev,Vasili,,,0,0,1,1,1,6,0,Russia,,,MD,3,1,2/23/1928,1,12/31/1990,Alcohol poisoning,3,4
211,Currie,Nancy ,J,,0,0,0,1,2,6,0,United States of America,,,PhD,3,0,12/29/1958,0,88/88/8888,None,0,0
212,Davis,N. Jan,,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,11/1/1953,0,88/88/8888,None,0,0
213,Drew,Benjamin,A,,1,0,1,1,1,6,1,United States of America,,,MS,2,0,11/5/1962,0,88/88/8888,None,0,0
214,Duffy,Brian ,,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,6/20/1953,0,88/88/8888,None,0,0
215,Duke,Charles ,M,Jr. ,0,0,1,1,1,7,1,United States of America,,,MS,2,0,10/3/1935,0,88/88/8888,None,0,0
216,Dunbar,Bonnie ,J,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,3/3/1949,0,88/88/8888,None,0,0
217,Dutton,James ,P,Jr. ,0,0,1,1,1,6,1,United States of America,,,MS,2,0,11/20/1968,0,88/88/8888,None,0,0
218,Edwards,Joe ,F,Jr. ,0,0,1,1,4,5,1,United States of America,,,MS,2,0,2/3/1958,0,88/88/8888,None,0,0
219,Eisele,Donn ,F,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,6/23/1930,1,12/2/1987,Heart attack,2,-8
220,England,Anthony ,W,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,5/15/1942,0,88/88/8888,None,0,0
221,Engle,Joe ,H,,0,0,1,1,1,8,1,United States of America,,,BS,1,0,8/26/1932,1,7/10/2024,Unknown,-9,-9
222,Evans,Ronald ,E,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,11/10/1933,1,4/7/1990,Heart attack,2,-8
223,Fabian,John ,M,,0,0,1,1,1,6,1,United States of America,,,PhD,3,0,1/28/1939,0,88/88/8888,None,0,0
224,Ferguson,Christopher ,J,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,9/1/1961,0,88/88/8888,None,0,0
225,Feustel,Andrew ,J,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,8/25/1965,0,88/88/8888,None,0,0
226,Fincke,Edward,M,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,3/14/1967,0,88/88/8888,None,0,0
227,Fisher,Anna ,L,,0,0,0,0,-8,-8,0,United States of America,,,MD,3,1,8/24/1949,0,88/88/8888,None,0,0
228,Fisher,William ,F,,0,0,1,0,-8,-8,0,United States of America,,,MD,3,1,4/1/1946,0,88/88/8888,None,0,0
229,Foale,C. Michael,,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,1/6/1957,0,88/88/8888,None,0,0
230,Ford,Kevin ,A,,0,0,1,1,1,6,1,United States of America,,,PhD,3,0,7/7/1960,0,88/88/8888,None,0,0
231,Foreman,Michael ,J,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,3/29/1957,0,88/88/8888,None,0,0
232,Forrester,Patrick ,G,,0,0,1,1,2,6,0,United States of America,,,MS,2,0,3/31/1957,0,88/88/8888,None,0,0
233,Fossum,Michael ,E,,0,0,1,0,-8,-8,1,United States of America,,,MS,2,0,12/19/1957,0,88/88/8888,None,0,0
234,Freeman,Theodore ,C,,0,0,1,1,1,3,1,United States of America,,,MS,2,0,2/18/1930,1,10/31/1964,Plane crash - T38,3,1
235,Frick,Stephen ,N,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,9/30/1964,0,88/88/8888,None,0,0
236,Fullerton,Charles ,G,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,10/11/1936,1,8/21/2013,Stroke,2,-8
237,Garan,Ronald ,J,Jr. ,0,0,1,1,1,6,1,United States of America,,,MS,2,0,10/30/1961,0,88/88/8888,None,0,0
238,Gardner,Dale ,A,,0,0,1,1,4,6,1,United States of America,,,BS,1,0,11/8/1948,1,2/19/2014,Hemorrhagic stroke,2,-8
239,Gardner,Guy ,S,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,1/6/1948,0,88/88/8888,None,0,0
240,Garriott,Owen ,K,,0,0,1,0,-8,-8,1,United States of America,,,PhD,3,0,11/22/1930,1,4/15/2019,Unknown,-9,-9
241,Gemar,Charles ,D,,0,0,1,1,2,5,0,United States of America,,,BS,1,0,8/4/1955,0,88/88/8888,None,0,0
242,Gernhardt,Michael ,L,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,5/4/1956,0,88/88/8888,None,0,0
243,Gibson,Edward ,G,,0,0,1,0,-8,-8,1,United States of America,,,PhD,3,0,11/8/1936,0,88/88/8888,None,0,0
244,Gibson,Robert ,L,,0,0,1,1,4,6,1,United States of America,,,BS,1,0,10/30/1946,0,88/88/8888,None,0,0
245,Givens,Edward ,G,Jr. ,0,0,1,1,1,4,1,United States of America,,,BS,1,0,1/5/1930,1,6/6/1967,Automobile accident,3,4
246,Glenn,John ,H,Jr. ,0,0,1,1,5,6,1,United States of America,,,BS,1,0,7/18/1921,1,12/8/2016,Exact Unknown,1,-8
247,Godwin,Linda ,M,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,7/2/1952,0,88/88/8888,None,0,0
248,Good,Michael ,T,,0,0,1,1,1,6,0,United States of America,,,MS,2,0,10/13/1962,0,88/88/8888,None,0,0
249,Gordon,Richard ,F,Jr. ,0,0,1,1,4,6,1,United States of America,,,BS,1,0,10/5/1929,1,11/7/2017,Cardiac arrest as complication from cancer.,1,-8
250,Gorie,Dominic ,L,,0,0,1,1,4,6,0,United States of America,,,MS,2,0,5/2/1957,0,88/88/8888,None,0,0
251,Grabe,Ronald ,J,,0,0,1,1,1,6,1,United States of America,,,BS,1,0,6/13/1945,0,88/88/8888,None,0,0
252,Graveline,Duane ,E,,0,0,1,1,1,6,0,United States of America,,,MD,3,1,3/2/1931,1,9/5/2016,Neurodegenerative condition,4,-8
253,Gregory,Frederick ,D,,1,0,1,1,1,6,1,United States of America,,,MS,2,0,1/7/1941,0,88/88/8888,None,0,0
254,Gregory,William ,G,,0,0,1,1,1,5,1,United States of America,,,MS,2,0,5/14/1957,0,88/88/8888,None,0,0
255,Griggs,Stanley,D,,0,0,1,1,4,7,1,United States of America,,,MS,2,0,9/7/1939,1,6/17/1989,Plane crash - civilian (T-6 World War II training plane),3,1
256,Grissom,Virgil ,I,,0,0,1,1,1,5,1,United States of America,,,BS,1,0,4/3/1926,1,1/27/1967,Apollo 1,3,2
257,Grunsfeld,John ,M,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,10/10/1958,0,88/88/8888,None,0,0
258,Gutierrez,Sidney ,M,,0,1,1,1,1,6,1,United States of America,,,MA,2,0,6/27/1951,0,88/88/8888,None,0,0
259,Haise,Fred ,W,Jr. ,0,0,1,1,5,3,1,United States of America,,,BS,1,0,11/14/1933,0,88/88/8888,None,0,0
260,Halsell,James ,D,Jr. ,0,0,1,1,1,6,1,United States of America,,,MS,2,0,9/29/1956,0,88/88/8888,None,0,0
261,Ham,Kenneth ,T,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,12/12/1964,0,88/88/8888,None,0,0
262,Hammond,L. Blaine,,Jr. ,0,0,1,1,1,6,1,United States of America,,,MS,2,0,1/16/1952,0,88/88/8888,None,0,0
263,Harbaugh,Gregory ,J,,0,0,1,0,-8,-8,1,United States of America,,,MS,2,0,4/15/1956,0,88/88/8888,None,0,0
264,Harris,Bernard ,A,Jr. ,1,0,1,0,-8,-8,1,United States of America,,,MD,3,1,6/26/1956,0,88/88/8888,None,0,0
265,Hart,Terry ,J,,0,0,1,1,1,5,1,United States of America,,,MS,2,0,10/27/1946,0,88/88/8888,None,0,0
266,Hartsfield,Henry,W,Jr. ,0,0,1,1,1,6,1,United States of America,,,MS,2,0,11/21/1933,1,7/17/2014,Complications from back surgery,4,-8
267,Hauck,Frederick ,H,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,4/11/1941,0,88/88/8888,None,0,0
268,Hawley,Steven ,A,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,12/12/1951,0,88/88/8888,None,0,0
269,Helms,Susan ,J,,0,0,0,1,1,7,1,United States of America,,,MS,2,0,2/26/1958,0,88/88/8888,None,0,0
270,Henize,Karl ,G,,0,0,1,0,-8,-8,1,United States of America,,,PhD,3,0,10/17/1926,1,10/5/1993,High altitude pulminary edema Mt. Everest,3,5
271,Henricks,Terence ,T,,0,0,1,1,1,6,1,United States of America,,,MPA,2,0,7/5/1952,0,88/88/8888,None,0,0
272,Hernandez,Jose ,M,,0,1,1,0,-8,-8,0,United States of America,,,MS,2,0,8/7/1962,0,88/88/8888,None,0,0
273,Herrington,John ,B,,4,-8,1,1,4,6,1,United States of America,,,MS,2,0,9/14/1958,0,88/88/8888,None,0,0
274,Hieb,Richard ,J,,0,0,1,0,-8,-8,0,United States of America,,,MS,2,0,9/21/1955,0,88/88/8888,None,0,0
275,Higginbotham,Joan ,E,,1,0,0,0,-8,-8,0,United States of America,,,MS,2,0,8/3/1964,0,88/88/8888,None,0,0
276,Hilmers,David ,C,,0,0,1,1,5,6,0,United States of America,,,MS,3,1,1/28/1950,0,88/88/8888,None,0,0
277,Hire,Kathryn ,P,,0,0,0,1,4,6,0,United States of America,,,MS,2,0,8/26/1959,0,88/88/8888,None,0,0
278,Hobaugh,Charles ,O,,0,0,1,1,5,6,1,United States of America,,,BS,1,0,11/5/1961,0,88/88/8888,None,0,0
279,Hoffman,Jeffrey ,A,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,11/2/1944,0,88/88/8888,None,0,0
280,Holmquest,Donald ,L,,0,0,1,0,-8,-8,0,United States of America,,,MD/PhD,3,1,4/7/1939,0,88/88/8888,None,0,0
281,Horowitz,Scott ,J,,0,0,1,1,1,6,1,United States of America,,,PhD,3,0,3/24/1957,0,88/88/8888,None,0,0
282,Hurley,Douglas ,G,,0,0,1,1,5,6,1,United States of America,,,BS,1,0,10/21/1966,0,88/88/8888,None,0,0
283,Husband,Rick ,D,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,7/12/1957,1,2/1/2003,Columbia,3,2
284,Irwin,James ,B,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,3/17/1930,1,8/8/1991,Heart attack,2,-8
285,Ivins,Marsha,S,,0,0,0,0,-8,-8,0,United States of America,,,BS,1,0,4/15/1951,0,88/88/8888,None,0,0
286,Jemison,Mae ,C,,1,0,0,0,-8,-8,0,United States of America,,,MD,3,1,10/17/1956,0,88/88/8888,None,0,0
287,Jernigan,Tamara ,E,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,5/7/1959,0,88/88/8888,None,0,0
288,Jett,Brent ,W,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,10/5/1958,0,88/88/8888,None,0,0
289,Johnson,Gregory ,C,,0,0,1,1,4,6,1,United States of America,,,BS,1,0,7/30/1954,0,88/88/8888,None,0,0
290,Johnson,Gregory ,H,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,5/12/1962,0,88/88/8888,None,0,0
291,Jones,Thomas ,D,,0,0,1,1,1,3,0,United States of America,,,PhD,3,0,1/22/1955,0,88/88/8888,None,0,0
292,Kavandi,Janet ,L,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,7/17/1959,0,88/88/8888,None,0,0
293,Kelly,James ,M,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,5/14/1964,0,88/88/8888,None,0,0
294,Kelly,Mark ,E,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,2/21/1964,0,88/88/8888,None,0,0
295,Kelly,Scott ,J,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,2/21/1964,0,88/88/8888,None,0,0
296,Kerwin,Joseph ,P,,0,0,1,1,4,6,1,United States of America,,,MD,3,1,2/19/1932,0,88/88/8888,None,0,0
297,Kilrain,Susan ,L,,0,0,0,1,4,5,1,United States of America,,,MS,2,0,10/24/1961,0,88/88/8888,None,0,0
298,Kimbrough,Robert ,S,,0,0,1,1,2,6,1,United States of America,,,MS,2,0,6/4/1967,0,88/88/8888,None,0,0
299,Kopra,Timothy ,L,,0,0,1,1,2,6,1,United States of America,,,MS,2,0,4/9/1963,0,88/88/8888,None,0,0
300,Kregel,Kevin ,R,,0,0,1,1,1,6,1,United States of America,,,MPA,2,0,9/16/1956,0,88/88/8888,None,0,0
301,Lawrence,Wendy ,B,,0,0,0,1,4,6,1,United States of America,,,MS,2,0,7/2/1959,0,88/88/8888,None,0,0
302,Lee,Mark ,C,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,8/14/1952,0,88/88/8888,None,0,0
303,Leestma,David ,C,,0,0,1,1,4,6,0,United States of America,,,MS,2,0,5/6/1949,0,88/88/8888,None,0,0
304,Lenoir,William ,B,,0,0,1,0,-8,-8,1,United States of America,,,PhD,3,0,3/14/1939,1,8/26/2010,Head injuries from bicycle accident,3,4
305,Lind,Don ,L,,0,0,1,1,4,5,1,United States of America,,,PhD,3,0,5/18/1930,0,88/88/8888,None,0,0
306,Lindsey,Steven ,W,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,8/24/1960,0,88/88/8888,None,0,0
307,Linenger,Jerry ,M,,0,0,1,1,4,6,0,United States of America,,,MD/PhD,3,1,1/16/1955,0,88/88/8888,None,0,0
308,Linnehan,Richard ,M,,0,0,1,0,-8,-8,0,United States of America,,,DVM,3,0,9/19/1957,0,88/88/8888,None,0,0
309,Llewellyn,John ,A,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,4/22/1933,1,7/2/2013,Stroke,2,-8
310,Lockhart,Paul ,S,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,4/28/1956,0,88/88/8888,None,0,0
311,Lopez-Alegria,Michael ,E,,0,1,1,1,4,6,1,United States of America,,,MS,2,0,5/30/1958,0,88/88/8888,None,0,0
312,Loria,Christopher ,J,,0,1,1,1,5,6,1,United States of America,,,MPA,2,0,7/9/1960,0,88/88/8888,None,0,0
313,Lounge,John ,M,,0,0,1,1,4,5,0,United States of America,,,MS,2,0,6/28/1946,1,3/1/2011,Liver cancer,1,-8
314,Lousma,Jack ,R,,0,0,1,1,5,6,1,United States of America,,,MS,2,0,2/29/1936,0,88/88/8888,None,0,0
315,Love,Stanley ,G,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,6/8/1965,0,88/88/8888,None,0,0
316,Lovell,James ,A,Jr. ,0,0,1,1,4,6,1,United States of America,,,BS,1,0,3/25/1928,0,88/88/8888,None,0,0
317,Low,George,D,,0,0,1,0,-8,-8,0,United States of America,,,MS,2,0,2/19/1956,1,3/15/2008,Colon cancer,1,-8
318,Lu,Edward ,T,,3,-8,1,0,-8,-8,0,United States of America,,,PhD,3,0,7/1/1963,0,88/88/8888,None,0,0
319,Lucid,Shannon ,W,,0,0,0,0,-8,-8,1,United States of America,,,PhD,3,0,1/14/1943,0,88/88/8888,None,0,0
320,Magnus,Sandra ,H,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,10/30/1964,0,88/88/8888,None,0,0
321,Marshburn,Thomas ,H,,0,0,1,0,-8,-8,1,United States of America,,,MD,3,1,8/29/1960,0,88/88/8888,None,0,0
322,Massimino,Michael ,J,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,8/19/1962,0,88/88/8888,None,0,0
323,Mastracchio,Richard ,A,,0,0,1,0,-8,-8,0,United States of America,,,MS,2,0,2/11/1960,0,88/88/8888,None,0,0
324,Mattingly,Thomas ,K,II ,0,0,1,1,4,7,1,United States of America,,,BS,1,0,3/17/1936,1,11/4/2023,Unknown,-9,-9
325,McArthur,Megan,,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,8/30/1971,0,88/88/8888,None,0,0
326,McArthur,William ,S,Jr. ,0,0,1,1,2,6,1,United States of America,,,MS,2,0,7/26/1951,0,88/88/8888,None,0,0
327,McBride,Jon ,A,,0,0,1,1,4,6,1,United States of America,,,BS,1,0,8/14/1943,0,88/88/8888,None,0,0
328,McCandless,Bruce,I,II ,0,0,1,1,4,6,1,United States of America,,,MBA,2,0,6/8/1937,1,12/21/2017,Unknown,-9,-9
329,McCool,William ,C,,0,0,1,1,4,5,1,United States of America,,,MS,2,0,9/23/1961,1,2/1/2003,Columbia,3,2
330,McCulley,Michael ,J,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,8/4/1943,0,88/88/8888,None,0,0
331,McDivitt,James ,A,,0,0,1,1,1,7,1,United States of America,,,BS,1,0,6/10/1929,1,10/13/2022,Unknown,-9,-9
332,McMonagle,Donald ,R,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,5/14/1952,0,88/88/8888,None,0,0
333,McNair,Ronald ,E,,1,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,10/21/1950,1,1/28/1986,Challenger,3,2
334,Meade,Carl ,J,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,11/16/1950,0,88/88/8888,None,0,0
335,Melnick,Bruce ,E,,0,0,1,1,3,5,1,United States of America,,,MS,2,0,12/5/1949,0,88/88/8888,None,0,0
336,Melroy,Pamela ,A,,0,0,0,1,1,6,1,United States of America,,,MS,2,0,9/17/1961,0,88/88/8888,None,0,0
337,Melvin,Leland ,D,,1,0,1,0,-8,-8,0,United States of America,,,MS,2,0,2/15/1964,0,88/88/8888,None,0,0
338,Metcalf-Lindenburger,Dorothy ,M,,0,0,0,0,-8,-8,0,United States of America,,,BA,1,0,5/2/1975,0,88/88/8888,None,0,0
339,Michel,Frank,C,,0,0,1,1,1,3,1,United States of America,,,PhD,3,0,6/5/1934,1,2/23/2015,Unknown,-9,-9
340,Mitchell,Edgar ,D,,0,0,1,1,4,6,1,United States of America,,,ScD,3,0,9/17/1930,1,2/4/2016,Died at hospice after a short illness,1,-8
341,Morgan,Barbara ,R,,0,0,0,0,-8,-8,0,United States of America,,,BA,1,0,11/28/1951,0,88/88/8888,None,0,0
342,Morin,Lee ,M,,0,0,1,1,4,6,0,United States of America,,,MD/PhD,3,1,9/9/1952,0,88/88/8888,None,0,0
343,Mullane,Richard ,M,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,9/10/1945,0,88/88/8888,None,0,0
344,Musgrave,Story ,,,0,0,1,0,-8,-8,1,United States of America,,,MD,3,1,8/19/1935,0,88/88/8888,None,0,0
345,Nagel,Steven ,R,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,10/27/1946,1,8/21/2014,Melanoma,1,-8
346,Nelson,George ,D,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,7/13/1950,0,88/88/8888,None,0,0
347,Newman,James ,H,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,10/16/1956,0,88/88/8888,None,0,0
348,Noriega,Carlos ,I,,0,1,1,1,5,5,1,United States of America,,,MS,2,0,10/8/1959,0,88/88/8888,None,0,0
349,Nowak,Lisa ,M,,0,0,0,1,4,6,1,United States of America,,,MS,2,0,5/10/1963,0,88/88/8888,None,0,0
350,Nyberg,Karen ,L,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,10/7/1969,0,88/88/8888,None,0,0
351,Ochoa,Ellen ,,,0,1,0,0,-8,-8,0,United States of America,,,PhD,3,0,5/10/1958,0,88/88/8888,None,0,0
352,O'Connor,Bryan ,D,,0,0,1,1,5,6,1,United States of America,,,MS,2,0,9/6/1946,0,88/88/8888,None,0,0
353,Oefelein,William ,A,,0,0,1,1,4,5,1,United States of America,,,MS,2,0,3/29/1965,0,88/88/8888,None,0,0
354,O'Leary,Brian ,T,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,1/27/1940,1,7/28/2011,Intestinal cancer,1,-8
355,Olivas,John ,D,,0,1,1,0,-8,-8,0,United States of America,,,PhD,3,0,5/25/1966,0,88/88/8888,None,0,0
356,Onizuka,Ellison ,S,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,6/24/1946,1,1/28/1986,Challenger,3,2
357,Oswald,Stephen ,S,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,6/30/1951,0,88/88/8888,None,0,0
358,Overmyer,Robert ,F,,0,0,1,1,5,6,1,United States of America,,,MS,2,0,7/14/1936,1,3/22/1996,Plane crash - test flight,3,1
359,Parazynski,Scott ,E,,0,0,1,0,-8,-8,1,United States of America,,,MD,3,1,7/28/1961,0,88/88/8888,None,0,0
360,Parker,Robert ,A,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,12/14/1936,0,88/88/8888,None,0,0
361,Patrick,Nicholas ,J,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,3/22/1964,0,88/88/8888,None,0,0
362,Peterson,Donald ,H,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,10/22/1933,1,5/27/2018,Bone cancer and Alzheimer's,1,-8
363,Pettit,Donald ,R,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,4/20/1955,0,88/88/8888,None,0,0
364,Phillips,John ,L,,0,0,1,1,4,6,1,United States of America,,,PhD,3,0,4/15/1951,0,88/88/8888,None,0,0
365,Pogue,William ,R,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,1/23/1930,1,3/3/2014,Unknown,-9,-9
366,Poindexter,Alan ,G,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,11/5/1961,1,7/1/2012,Injuries from personal watercraft accident,3,4
367,Polansky,Mark ,L,,0,0,1,1,1,-8,1,United States of America,,,MS,2,0,6/2/1956,0,88/88/8888,None,0,0
368,Precourt,Charles ,J,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,6/29/1955,0,88/88/8888,None,0,0
369,Readdy,William ,F,,0,0,1,1,4,6,1,United States of America,,,BS,1,0,1/24/1952,0,88/88/8888,None,0,0
370,Reightler,Kenneth ,S,Jr. ,0,0,1,1,4,6,1,United States of America,,,MS,2,0,3/24/1951,0,88/88/8888,None,0,0
371,Reilly,James ,F,,0,0,1,1,4,-8,0,United States of America,,,PhD,3,0,3/18/1954,0,88/88/8888,None,0,0
372,Reisman,Garrett ,E,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,2/10/1968,0,88/88/8888,None,0,0
373,Resnik,Judith ,A,,0,0,0,0,-8,-8,1,United States of America,,,PhD,3,0,4/5/1949,1,1/28/1986,Challenger,3,2
374,Richards,Paul ,W,,0,0,1,1,4,-8,0,United States of America,,,MS,2,0,5/20/1964,0,88/88/8888,None,0,0
375,Richards,Richard ,N,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,8/24/1946,0,88/88/8888,None,0,0
376,Ride,Sally ,K,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,5/26/1951,1,7/23/2012,Pancreatic cancer,1,-8
377,Robertson,Patricia ,H,,0,0,0,0,-8,-8,1,United States of America,,,MD,3,1,3/12/1963,1,5/24/2001,Plane crash - civilian,3,1
378,Robinson,Stephen ,K,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,10/26/1955,0,88/88/8888,None,0,0
379,Rominger,Kent ,V,,0,0,1,1,4,6,1,United States of America,,,MS,2,0,8/7/1956,0,88/88/8888,None,0,0
380,Roosa,Stuart,A,,0,0,1,1,1,6,1,United States of America,,,BS,1,0,8/16/1933,1,12/12/1994,Pancreatitis,4,-8
381,Ross,Jerry ,L,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,1/20/1948,0,88/88/8888,None,0,0
382,Runco,Mario,J,Jr. ,0,0,1,1,4,5,0,United States of America,,,MS,2,0,1/26/1952,0,88/88/8888,None,0,0
383,Satcher,Robert ,L,Jr. ,1,0,1,0,-8,-8,0,United States of America,,,MD/PhD,3,1,9/22/1965,0,88/88/8888,None,0,0
384,Schirra,Walter ,M,Jr. ,0,0,1,1,4,6,1,United States of America,,,BS,1,0,3/12/1923,1,5/3/2007,Mesothelioma; heart attack while having surgery,1,-8
385,Schmitt,Harrison ,H,,0,0,1,0,-8,-8,1,United States of America,,,PhD,3,0,7/3/1935,0,88/88/8888,None,0,0
386,Schweickart,Russell ,L,,0,0,1,0,-8,-8,1,United States of America,,,MS,2,0,10/25/1935,0,88/88/8888,None,0,0
387,Scobee,Francis ,R,,0,0,1,1,1,5,1,United States of America,,,BS,1,0,5/19/1939,1,1/28/1986,Challenger,3,2
388,Scott,David ,R,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,6/6/1932,0,88/88/8888,None,0,0
389,Scott,Winston ,E,,1,0,1,1,4,6,1,United States of America,,,MS,2,0,8/6/1950,0,88/88/8888,None,0,0
390,Searfoss,Richard ,A,,0,0,1,1,1,6,1,United States of America,,,MS,2,0,6/5/1956,0,88/88/8888,None,0,0
391,Seddon,Margaret ,R,,0,0,0,0,-8,-8,0,United States of America,,,MD,3,1,11/8/1947,0,88/88/8888,None,0,0
392,See,Elliot ,M,Jr. ,0,0,1,1,4,5,1,United States of America,,,MS,2,0,7/23/1927,1,2/28/1966,Plane crash - T38,3,1
393,Sega,Ronald ,M,,0,0,1,1,1,6,1,United States of America,,,PhD,3,0,12/4/1952,0,88/88/8888,None,0,0
394,Sellers,Piers ,J,,0,0,1,0,-8,-8,1,United States of America,,,PhD,3,0,4/11/1955,1,12/23/2016,Pancreatic cancer,1,-8
395,Shaw,Brewster ,H,Jr. ,0,0,1,1,1,6,1,United States of America,,,MS,2,0,5/16/1945,0,88/88/8888,None,0,0
396,Shepard,Alan ,B,Jr. ,0,0,1,1,4,7,1,United States of America,,,BS,1,0,11/18/1923,1,7/21/1998,Leukemia,1,-8
